Sample_ID,USCS_Label,Fines_Passing_0.075mm_pct,Passing_4.75mm_pct,D10_mm,D30_mm,D60_mm,Cu,Cc,Liquid_Limit_LL,Plastic_Limit_PL,Plasticity_Index_PI,Dataset_Split
SOIL_189,GC,21.98834303,26.72430248,0.587575149,2.056075373,1.616421416,2.751003713,4.451025143,33.40166197,18.56022972,14.84143225,Train
SOIL_190,CL,65.79589859,90.43420974,0.053351599,0.237284408,0.451978143,8.471688814,2.334928209,40.65482923,24.51891096,16.13591827,Train
SOIL_191,GM,14.86215789,18.41644404,1.874528748,3.35928957,5.391299784,2.876082743,1.116630012,39.41402738,33.10035628,6.3136711,Train
SOIL_192,SC,19.40628221,84.11561015,0.255140734,0.55213379,0.539433844,2.114259987,2.214984344,33.57807178,17.87491769,15.7031541,Train
SOIL_193,GP,2.478626822,6.096638507,0.337438985,0.538712216,0.597516736,1.770740084,1.439356318,44.81584125,20.35029525,24.46554601,Train
SOIL_194,GM,19.54058813,33.52670045,1.151766501,2.169459461,3.129589458,2.717208267,1.305723634,25.6980896,22.39839563,3.29969397,Validation
SOIL_195,SC,20.4453335,83.96027912,0.261683642,0.327966835,0.466901093,1.784219641,0.88035613,35.65236935,23.33587517,12.31649418,Validation
SOIL_196,SM,19.67455195,61.63567437,0.313457654,0.336244584,0.52080451,1.661482829,0.692559325,44.5716767,31.40517704,13.16649966,Validation
SOIL_197,ML,58.3916931,76.65014313,0.036556816,0.069622997,0.214939097,5.879590264,0.616909765,32.3449958,29.23347463,3.111521171,Validation
SOIL_198,GP,4.163695098,9.845813236,1.319725534,3.271212772,4.225459754,3.201771615,1.918933822,43.47814771,40.86923616,2.608911542,Test
SOIL_199,GW,3.152722482,23.96013067,0.223112868,0.820427567,1.753168323,7.857764262,1.720807362,26.4941448,21.05287684,5.441267954,Validation
SOIL_200,CL,84.49778514,85.58944724,0.028865037,0.069682154,0.162091394,5.615492333,1.037793775,32.68695255,21.70480779,10.98214477,Validation
SOIL_201,GM,14.12193288,38.26174862,0.408988525,1.450525168,1.269568702,3.104167047,4.05212848,42.2323468,30.04612436,12.18622244,Validation
SOIL_202,CH,67.94069575,87.93690053,0.004700174,0.014805629,0.037427062,7.962909627,1.24610331,75.10325219,33.85491216,41.24834003,Validation
SOIL_203,GC,17.54528403,31.27248045,1.563565816,5.372364229,4.857636097,3.106767906,3.800053871,40.2455243,20.46969995,19.77582435,Validation
SOIL_204,SW,1.50611131,52.19861062,0.562538828,3.106919164,10.90200876,19.38001115,1.573986044,44.99501604,37.93733667,7.057679367,Train
SOIL_205,SP,1.65036898,71.00458007,0.429121658,1.254040902,2.344146342,5.462661459,1.56335731,40.64598565,24.40989779,16.23608787,Validation
SOIL_206,MH,68.54552452,89.96930169,0.053205811,0.302851157,0.889770579,16.72318426,1.937409234,72.04873266,43.73202321,28.31670944,Validation
SOIL_207,SC,17.60843482,53.64201962,0.477423078,1.615033483,1.364123418,2.857263254,4.00503198,39.53491642,19.85851838,19.67639804,Validation
SOIL_208,GM,15.44465567,40.9323391,1.787187946,4.99323881,4.319728975,2.417053554,3.229519779,38.36474267,31.9838611,6.380881572,Train
SOIL_209,CH,96.37184158,88.57687176,0.008567295,0.035617499,0.177869644,20.76146972,0.832494303,82.87926573,44.78900055,38.09026518,Train
SOIL_210,MH,67.07942722,84.04488953,0.021767748,0.060418122,0.272483552,12.51776497,0.615432829,51.35673574,39.61203034,11.7447054,Validation
SOIL_211,GW,3.138278132,27.70763386,1.786135123,6.125119622,12.79401017,7.162957609,1.641754243,29.21433506,17.3216054,11.89272966,Validation
SOIL_212,GC,16.78807778,5.270849451,1.303862027,3.075196772,4.362872075,3.346114838,1.662423631,27.33704687,17.56369448,9.773352393,Validation
SOIL_213,SP,3.673977072,64.84078887,0.50803646,0.904412747,2.753299308,5.419491561,0.584769944,33.66171281,16.95913101,16.7025818,Validation
SOIL_214,GC,20.90636092,41.41539542,0.66589234,1.470999155,2.285136937,3.431691281,1.422029471,31.18718905,20.94122257,10.24596648,Train
SOIL_215,GP,3.913254625,8.251422937,0.502082579,1.195917825,1.690158381,3.366295607,1.685388871,38.51019022,30.74258536,7.767604855,Train
SOIL_216,GP,0.565837838,27.65732858,1.776187733,2.436312878,4.880298775,2.747625538,0.684748114,43.5684553,41.55404665,2.014408649,Train
SOIL_217,GM,16.92084131,41.39212751,1.929239664,7.468662279,7.050227992,3.65440755,4.101061669,42.8921296,38.8024137,4.089715904,Train
SOIL_218,ML,94.74755746,89.87961226,0.031006928,0.167715888,0.8089734,26.09008546,1.121386773,38.46679721,27.99702282,10.46977439,Train
SOIL_219,SC,13.90533094,57.19218956,0.420561203,1.403654755,1.110405421,2.640294478,4.219002896,35.13193884,19.22899986,15.90293898,Train
SOIL_220,SP,3.565567962,77.9382587,0.582735647,2.142549173,2.364550426,4.057672528,3.331512372,41.53354551,29.01800973,12.51553578,Train
SOIL_221,SM,15.85595155,61.23875881,0.158723892,0.457454529,0.843456118,5.313983331,1.563115485,32.54905329,29.61193993,2.937113355,Validation
SOIL_222,SW,2.787381863,88.28921077,0.281992964,0.987265948,2.007827118,7.120131975,1.721486924,30.62002394,17.02837858,13.59164536,Train
SOIL_223,GW,2.986013039,29.13325484,0.86985977,3.352412205,6.65568806,7.651449449,1.941210452,32.80933099,26.00576488,6.803566107,Train
SOIL_224,GP,1.145876171,19.14668267,1.189048804,3.189632506,3.046738125,2.562332273,2.808319332,36.76410458,25.35707466,11.40702991,Validation
SOIL_225,MH,60.06591485,84.67995374,0.006861683,0.024364422,0.05039031,7.343724522,1.716858566,51.10443597,46.06605616,5.038379807,Train
SOIL_226,CL,94.42099286,91.35965065,0.015560388,0.047453191,0.078629304,5.05317115,1.840458346,40.39362694,18.83343762,21.56018932,Validation
SOIL_227,SM,14.79757309,57.3048843,0.490040327,1.289075928,1.497897745,3.05668261,2.263825824,26.62299547,24.25810041,2.364895056,Train
SOIL_228,GP,1.211656794,44.82663113,0.719824968,2.079258005,1.669497085,2.319309775,3.59752808,36.99825669,19.92167106,17.07658563,Validation
SOIL_229,MH,91.77115293,96.86234531,0.004750203,0.026114246,0.099275725,20.89926092,1.44610484,53.56791201,48.85306608,4.714845923,Train
SOIL_230,CL,55.94557061,82.39442718,0.043864622,0.247049667,0.636896914,14.51960336,2.1846658,36.01444227,18.05794571,17.95649656,Train
SOIL_231,ML,82.7743287,73.85414377,0.049746185,0.197067777,0.542212146,10.89957238,1.439800141,37.56796871,30.15251164,7.415457061,Train
SOIL_232,SC,15.27599548,69.05871968,0.166857267,0.539221889,0.460182834,2.757943008,3.786687666,23.91757092,13.57337726,10.34419366,Train
SOIL_233,SP,1.618447678,98.92809703,0.077656883,0.212302394,0.160744042,2.069926515,3.610729395,40.48908789,21.84158087,18.64750702,Train
SOIL_234,GP,3.586148152,37.75544319,1.586434638,2.388057156,2.665618986,1.680257681,1.348556595,42.59385562,37.62862511,4.965230512,Train
SOIL_235,CH,88.55968358,79.24075048,0.038332885,0.140745683,0.700735169,18.28026149,0.737470645,57.63586349,20.29752757,37.33833592,Train
SOIL_236,GC,17.9937278,31.18794813,1.725012621,2.90446424,5.641441851,3.270377145,0.866861419,39.52919898,20.57433092,18.95486806,Train
SOIL_237,CL,85.30301018,77.01183525,0.022140239,0.066302783,0.201078498,9.082038162,0.987451027,30.17123102,18.20060993,11.97062109,Train
SOIL_238,GP,4.418503395,42.42425543,0.695865535,2.220385842,2.049400167,2.945109455,3.457043183,23.83147476,19.86604231,3.965432453,Train
SOIL_239,SM,15.86047676,70.46706191,0.413297454,1.724902894,2.21229444,5.352789906,3.254045671,22.37038985,20.33947604,2.030913807,Train
SOIL_240,GW,3.111139211,12.80354044,0.736944981,4.123265529,8.660736969,11.7522165,2.663745273,36.6250285,30.01965676,6.605371738,Train
